6037514530,佳明哥哥呐,男,山东 青岛,水瓶座,4410561862854128,         互相关注一下好不好 
2070488977,迎风流泪也要白,女,北京,01-01,4410452920337162,          两年没来过北京开演唱会了 谁能告诉告诉我为什么不来北京开演唱会啊 北京的粉丝能不能拥有一下姓名嗷 求求了 真的想看周杰伦演唱会    
5020613227,ygzbmstrlx,女,辽宁 本溪,1900-08-02,4410561326604585,         我又来啦，涨经验，涨涨涨             
5525284226,音乐那点事,男,北京 东城区,1997-01-01,4407765264912003,  #周杰伦演唱会#   周杰伦杭州演唱会时间确认在11月16-17日连开两场，又又又又又一次的一票难求！所有价位门票1分钟之内全部抢空      为了抵制黄牛乱象，歌迷自发抵制，宁愿不去看，也坚决不买黄牛！真的很有态度了！ 
7286618797,莱莱Erica,女,其他,水瓶座,4410551322593657,         兄弟姐妹们早上好！！ 马上开学了就没有时间来打榜了       看到的兄弟姐妹们捞捞我吧       
3196841184,Y黑凤梨Y,女,江苏 苏州,1995-03-02,4410559132854719,         上班 
5312291644,yjyjd61671,男,其他,,4410561707883790,        20多年的老粉，我抢不上票，我很生气！ 
1031638274,你的Lily乖乖,女,江西 南昌,0001-00-00,4410559262447077,         有一种期待已久，翘首以待，就是你的新歌，美好的九月快来吧    
6556678986,迷乱微尘龙葵,女,其他,1987-12-18,4410549128951928,        你站的方位，跟我中间隔着泪街景一直在后腿，你的崩溃在窗外零碎……魂牵梦萦只因你是周杰伦           #周杰伦嘉年华世界巡回演唱会#        迷乱微尘龙葵的微博视频   
6357172219,超能小可,女,辽宁 沈阳,1995-07-07,4410559376061415,         日常求捞            互捞留链接哦    
2864818760,是蕾蕾呀_,女,黑龙江 佳木斯,1994-01-11,4407765080266447,          打榜一家亲 抢票时候六亲不认 第三次了    我太难了 
2461508674,国内星闻,女,海外 澳大利亚,1990-12-23,4407765071671282,  #周杰伦演唱会#  周杰伦在线呼吁大家抵制黄牛，那么你们抢到票了吗？          
7270446269,否极泰来198605,男,江苏,2000-11-14,4407765017972066,        那些能够原价出票的杰迷也太好了吧 
1693449781,捉影_,女,湖北 武汉,,4407764996468536,         数据有啥用 还不是屁都没买到！！！ 
5630076749,阿刘刘刘刘刘x,女,浙江 温州,,4407764967056543,        求票！！！想要杭州站的！！ 
2091071067,生活何來電影戲劇,男,广西 梧州,1993-03-05,4407764962849950,        杰迷们  要不要买两张黄牛内场票去看看嘉年华啊  还得找一个人一起去看  我真的好难好纠结啊啊          
7190406444,做个幸福的小废物W,女,其他,,4407764954927888,         收两张周杰伦演唱会 杭州站 连座两张 500 700票价的             
5713582488,CICI喔哟,女,湖北 武汉,金牛座,4407764900142042,             #周杰伦演唱会#    不知道啥时候才能抢到票去看    抵制🐂希望以后真的能实名制抢票看演唱会    
5446753571,阿城的可爱静,女,浙江 金华,1996-08-02,4407764870441042,         求16号500或700两连坐 黄牛就别来了    
1843980103,大懒今天也很懒,女,海外 其他,2017-12-08,4407764841243489,        求两张周杰伦演唱会门票呀         哪个场次的都可以。票价900以上的两张连座。         真的太难了。  #周杰伦杭州演唱会#   
2327539027,狗子还想看周董演唱会,男,湖南 湘潭,1993-01-11,4407764832831069,         黄牛没妈妈 
3811380326,一箱颂崽,女,浙江,1995-08-07,4407764762124358,          #周杰伦#    #周杰伦演唱会#    #周杰伦杭州演唱会#    帮姐妹求杭州站4张500山顶的票 欢迎诚心转票的兄dei姐妹 黄牛就滚远点儿!!!           
2113472543,非无非-,女,陕西 西安,水瓶座,4407764732239100,         抢到票了 杭州安排起来 我一定要好好享受这场盛宴 从小学还是初中（已经记不清了） 到现在一直都是听歌而已 没想到我也要去看演唱会了 太开心太开心太开心                   
1246213690,静子里的星星,女,江苏 苏州,1987-10-17,4407764690673781,            求张你的票真的太难了    
5939824430,我是七七啊七七,女,其他,,4407764619481408,        就帮朋友出一张票面900的票，可以直接改地址寄去你那里 
3136383991,小曹今天刷题了吗,女,浙江,1997-12-04,4407764614570085,          长沙大麦抽奖414....       网页链接   
3961011413,杨超越秘密男友,男,其他,2000-08-08,4407764555734522,        嘻嘻嘻    
5110150580,101等你下课,女,浙江 杭州,1998-12-03,4407764530765864,         再见周杰伦 年年抢不到 年年秒光…… 我太难 
2325060434,弓长海伦伦,女,浙江 杭州,1995-05-10,4407764501605528,         能不能卖有技术含量一点的票啊啊啊。这样怎么抢啊！！！ 
3691566554,音乐盒子_BoX,女,山西 大同,1992-02-18,4407764404678862,  #周杰伦演唱会#    周杰伦《一路向北》演唱会版 我一路向北，离开有你的季节 一定要到现场看一次周杰伦演唱会 满满的回忆和感动 如果演唱会抽到你点歌 你会点哪一首歌呢？   #华语流行音乐#         音乐盒子_BoX的秒拍视频   
7225022218,野原鸡腿有,女,广东 广州,1993-07-08,4407764401249022,        出一张900的，只出给杰迷 
3579774532,橘猫不显胖,男,上海,1995-02-07,4407764384182658,             五月天超话   这两周看五月天和周杰伦演唱会转票这回事情，全都是粉丝没一个黄牛         900的票2200转神尼玛粉丝      一个个都抢多了抢重了，多重尼玛个臭嗨可以吗         还临时去不了，还有两个月你特么就知道去不了你抢个锤子      当了biao子我求你别就装白莲 ... 全文 
2703602633,十一女装真好看QAQ,男,黑龙江 哈尔滨,1990-03-07,4407764354495838,        不抢了，抢不到。放弃了.实在不行只能牛那边买了。妥协       
1892470890,了不起的吴豆比,女,其他,,4407764350289195,         来自一个每次抢票每次两手空空的朋友 周杰伦救救孩子吧 
5607435161,一壶蜜茶,男,浙江 杭州,1997-10-04,4407764295917568,        刚抢到就说有事去不了的，演唱会在十一月呢，我想问你们是未卜先知吗，黄牛就黄牛，说得那么清新脱俗    
5739149442,肥羊的秘密花园,女,其他,,4407764279847533,        可咸鱼 
1835757320,Carefuly,女,浙江 杭州,1992-04-10,4407764258077689,         真的好无力啊……杰伦你忘了为你打榜的夕阳红粉丝吗？           #周杰伦演唱会#   
2623682911,_是楠楠啊,女,浙江 杭州,1992-08-29,4407764245989562,         求两张杭州700或900周杰伦演唱会门票，可接受微溢价       
2593174790,正版妖熊,女,北京 海淀区,射手座,4407764220777506,        一个小时之前我都快哭了，我竟然抢到了   杭州16号900的票！！！！我觉得我今天运气爆棚了               我都怀疑是不是因为我办了魔J卡   然后我用了一个小时卡的要死订了一间酒店    如果有11月9号10号（最好9号啦）长沙同价位900的票，可以换一下    ... 全文 
3390199230,杰世不羁jack,男,浙江 金华,2016-05-13,4407764212117468,                 求周杰伦杭州演唱会一张票 500到900 可少量溢价 走咸鱼 黄🐂勿扰 
5100341004,今天胡温和转钱了吗,女,浙江 温州,1997-11-25,4407764182697520,         周杰伦杭州演唱会门票，周六900看台一张，接受适当溢价，黄牛别来了！拜托！ 
3068310495,荆棘崖上的多米尼克,女,北京 海淀区,01-01,4407764157205488,         求两张杭州场演唱会看台票，500 700 900 都可以，但是一定要连坐，哪天都可以。骗子黄牛勿扰          抢票这件事，让看演唱会的快乐大打折扣了，我好想念那几年，买票真的很轻松          
1840274303,周杰伦微博资讯,男,四川 成都,1979-01-18,4407764136450952,对那些抢到  #周杰伦演唱会#  门票 马上高价转出的人说句 滚蛋            一起抵制黄牛，请勿乱相信转票的，小心上当受骗！               
1794041163,系你条仔,女,江苏 南京,射手座,4407764111511930,          出 
5189025383,守護丶剣,男,浙江 湖州,处女座,4407764078128688,          求购11.16杭州3张内场票   黄牛和骗子勿扰 
6837057215,庄周梦5376,女,浙江,1995-08-17,4407764048468873,         想要两张周杰伦杭州演唱会900连坐票，接受3000以下溢价。 
5633877243,用户5633877243,女,其他,,4407764027429733,                打榜已经结束。剩下是抢巡演的票了？你抢到了吗？来来来，欢迎加入杰迷群，让我们一起吐槽票有多难抢了吧。想进来聊天的杰迷。可以评论下方私聊我。 
5023732162,酒掌柜吖,女,重庆,1996-12-01,4407763998006076,         黄牛能不能给个机会 我想去看个演唱会就这么难吗                
1960199912,海洋忆梦_269,女,江西 上饶,01-01,4407763977510932,         同伴没有抢到，自己又忘记抢两张啦，忍痛割爱，有想要的吗 
2292313775,江沅阿,女,浙江 杭州,1997-01-29,4407763914240399,         就因为900的票都能卖1500 多少抢票的只是为了卖而不是去看他的演唱会       
5018019294,我看不淸,女,其他,1994-01-21,4407763905833222,          我太难了 周杰伦女孩认输！ 
5633877243,用户5633877243,女,其他,,4407763872938353,        打榜已经结束。剩下是抢巡演的票了？你抢到了吗？来来来，欢迎加入杰迷群，让我们一起吐槽票有多难抢了吧。想进来聊天的杰迷。可以评论下方私聊我。 
1932092815,邱杰伦_,女,湖北,01-01,4407763867980096,        黄牛死🐎 
5641407743,裹着老干妈的炸鸡块,女,浙江 杭州,1997-03-28,4407763856134336,        11.16 有【出】4张 900价位的大神吗           #2019周杰伦杭州演唱会#   小的想看演唱会 
3910724701,可卡可可咖,女,浙江 杭州,天秤座,4407763855870889,        求两张11.17    500杭州的最好是连坐，不连坐也可以                            
5782325901,娱七怪,男,福建,01-01,4407763851458344,  #周杰伦演唱会#  真的是需要抵制黄牛，演唱会本身是粉丝的狂欢，现在已经改变了性质了，变成了黄牛的狂欢了   还是回温杰伦的之前的作品吧         娱七怪的微博视频   
6423771851,大概是妖精,女,浙江 金华,2019-03-29,4407763830441498,          上海杭州的票都没抢到呜呜呜呜呜 有没有小伙伴想出10.19上海演唱会的票啊 【超真心】 
1826196954,NGPer,女,广东 深圳,1993-05-25,4407763817546261,         我竟然是天选之子？？！！！！！          
2128552802,公子潇88,女,其他,0001-00-00,4407763800726263,        从三点15分守到20分，啥都没有，意难平啊啊啊啊啊 
6325588785,好好的everything,男,其他,,4407763792615259,          求杭州两连坐 黄牛绕道啊 
3004074691,桃子还是爱吃桃子,女,北京,,4407763775772283,        长沙900求换杭州900，长期求换票~ 
1800655183,-310--,女,浙江 杭州,天蝎座,4407763700403027,         求四张700的票！！ 
3413879312,-陈南南,女,广东 广州,1992-03-09,4407763670682143,        嗯，不妥协。 
5225725785,酷酷的歪歪鸭,女,安徽 合肥,,4407763641526098,        这次杭州演唱会没有票价700的吗？都没看见有人抢到    
5530662542,_鱼丸丸丸Wait,女,浙江 杭州,2000-06-03,4407763638106405,        我买了11.16的票 同学是11.17的 想着把她1700的票换到周六 或我900的换到周日 有bb换吗 
2705771072,Lu-大希,女,重庆 巴南区,1996-02-21,4407763624713943,          #周杰伦演唱会#   我是怎么在黄牛手中抢到了这么一张票的，过去一个小时了，手还在抖 
2535268057,两位数的ztt,女,浙江,,4407763603693852,         姐妹们康康我  我刷了半小时没票         两张连票900 1300 2000都可以接受 这种黄牛勿扰 真的恶心黄牛这种东西 稍微加点钱辛苦费我都可以接受的       姐妹们康康我 
5643793416,西南政法大学镲王,男,安徽,1998-12-24,4407763582981015,        有周杰伦的歌迷微信群吗         好想加一个！！！！ 
5369652657,miss徐小懒,女,其他,,4407763570846487,         我想知道今年还有预售吗 还可以抢票吗 真的想跟朋友一起去看 求告知 
